latitude,longitude,species
39.456403,-105.90163,Ochotona princeps
39.456403,-105.90163,Ochotona princeps
39.456403,-105.90163,Ochotona princeps
39.456403,-105.90163,Ochotona princeps
39.687487,-105.93807,Ochotona princeps
39.41101943,-105.9692873,Ochotona princeps
40.696527,-105.985969,Ochotona princeps
39.224713,-106.001962,Ochotona princeps
39.402371,-106.054334,Ochotona princeps
39.28389,-106.06222,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.361655,-106.062519,Ochotona princeps
39.355919,-106.070457,Ochotona princeps
39.29694,-106.07111,Ochotona princeps
39.39033,-106.075288,Ochotona princeps
39.39159,-106.076944,Ochotona princeps
39.39159,-106.076944,Ochotona princeps
39.391542,-106.07968,Ochotona princeps
39.386551,-106.085543,Ochotona princeps
39.386551,-106.085543,Ochotona princeps
39.386708,-106.086238,Ochotona princeps
39.394285,-106.086866,Ochotona princeps
39.39537,-106.091572,Ochotona princeps
39.395261,-106.098661,Ochotona princeps
39.386882,-106.100045,Ochotona princeps
39.386528,-106.101073,Ochotona princeps
39.335292,-106.107529,Ochotona princeps
39.335292,-106.107529,Ochotona princeps
39.335292,-106.107529,Ochotona princeps
39.388785,-106.10812,Ochotona princeps
39.327057,-106.123607,Ochotona princeps
39.32972,-106.12917,Ochotona princeps
39.32972,-106.12917,Ochotona princeps
39.305146,-106.130885,Ochotona princeps
39.305146,-106.130885,Ochotona princeps
39.305146,-106.130885,Ochotona princeps
39.195,-106.13694,Ochotona princeps
39.195,-106.13694,Ochotona princeps
39.328665,-106.139657,Ochotona princeps
41.29833,-106.14111,Ochotona princeps
39.207955,-106.163323,Ochotona princeps
39.225336,-106.169987,Ochotona princeps
39.640433,-106.211006,Ochotona princeps
39.442227,-106.222546,Ochotona princeps
41.35111,-106.22528,Ochotona princeps
38.612463,-106.233236,Ochotona princeps
39.489735,-106.247816,Ochotona princeps
41.370792,-106.250429,Ochotona princeps
41.399516,-106.25639,Ochotona princeps
41.37778,-106.261218,Ochotona princeps
41.35521249,-106.2728341,Ochotona princeps
41.35521249,-106.2728341,Ochotona princeps
41.32389,-106.29056,Ochotona princeps
41.373915,-106.29594,Ochotona princeps
41.37667,-106.29667,Ochotona princeps
41.37667,-106.29667,Ochotona princeps
41.37667,-106.29667,Ochotona princeps
41.37667,-106.29667,Ochotona princeps
41.372095,-106.297317,Ochotona princeps
41.358267,-106.306121,Ochotona princeps
41.347778,-106.306258,Ochotona princeps
41.340614,-106.322311,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
41.30998279,-106.3247251,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.577288,-106.325016,Ochotona princeps
38.57685022,-106.3251662,Ochotona princeps
38.57685022,-106.3251662,Ochotona princeps
38.57685022,-106.3251662,Ochotona princeps
38.57685022,-106.3251662,Ochotona princeps
38.57685022,-106.3251662,Ochotona princeps
41.34778,-106.32556,Ochotona princeps
41.34778,-106.32556,Ochotona princeps
41.34778,-106.32556,Ochotona princeps
41.34778,-106.32556,Ochotona princeps
41.347748,-106.326129,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.579337,-106.327638,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
38.582411,-106.331571,Ochotona princeps
37.01333,-106.33583,Ochotona princeps
37.01333,-106.33583,Ochotona princeps
37.01333,-106.33583,Ochotona princeps
37.01333,-106.33583,Ochotona princeps
39.423924,-106.349863,Ochotona princeps
35.75721644,-106.3706437,Ochotona princeps
38.9762,-106.372772,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
35.888058,-106.378583,Ochotona princeps
36.022004,-106.384359,Ochotona princeps
38.80309,-106.385917,Ochotona princeps
40.386748,-106.38624,Ochotona princeps
35.89027019,-106.3925883,Ochotona princeps
35.89027019,-106.3925883,Ochotona princeps
38.947515,-106.410704,Ochotona princeps
37.52448,-106.41705,Ochotona princeps
36.90076,-106.41717,Ochotona princeps
36.90076,-106.41717,Ochotona princeps
36.90076,-106.41717,Ochotona princeps
39.120077,-106.418281,Ochotona princeps
37.02279559,-106.4346657,Ochotona princeps
37.02279559,-106.4346657,Ochotona princeps
37.02279559,-106.4346657,Ochotona princeps
37.02279559,-106.4346657,Ochotona princeps
37.02279559,-106.4346657,Ochotona princeps
39.117816,-106.445231,Ochotona princeps
37.02051656,-106.449822,Ochotona princeps
37.02051656,-106.449822,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
37.020566,-106.450033,Ochotona princeps
44.2569912,-106.4624808,Ochotona princeps
39.261799,-106.473103,Ochotona princeps
38.75444,-106.47778,Ochotona princeps
38.75444,-106.47778,Ochotona princeps
38.75444,-106.47778,Ochotona princeps
38.75444,-106.47778,Ochotona princeps
38.68908928,-106.4840154,Ochotona princeps
39.40413,-106.517043,Ochotona princeps
39.286012,-106.518617,Ochotona princeps
35.879218,-106.542689,Ochotona princeps
35.879218,-106.542689,Ochotona princeps
35.879218,-106.542689,Ochotona princeps
37.730565,-106.590883,Ochotona princeps
38.28518791,-106.6478461,Ochotona princeps
38.28518791,-106.6478461,Ochotona princeps
38.28518791,-106.6478461,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831131,-106.662795,Ochotona princeps
40.831208,-106.663105,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.199896,-106.664005,Ochotona princeps
37.647441,-106.694136,Ochotona princeps
38.32327881,-106.7169663,Ochotona princeps
37.091955,-106.734202,Ochotona princeps
37.091955,-106.734202,Ochotona princeps
37.48795519,-106.7393905,Ochotona princeps
37.588452,-106.741639,Ochotona princeps
39.208936,-106.752395,Ochotona princeps
37.468561,-106.764693,Ochotona princeps
37.46872,-106.76489,Ochotona princeps
37.472204,-106.792173,Ochotona princeps
37.53417,-106.802928,Ochotona princeps
39.19111,-106.81694,Ochotona princeps
39.012377,-106.845113,Ochotona princeps
37.46465665,-106.9242922,Ochotona princeps
37.46465665,-106.9242922,Ochotona princeps
37.46465665,-106.9242922,Ochotona princeps
39.003969,-106.939491,Ochotona princeps
38.883281,-106.941307,Ochotona princeps
39.01159892,-106.9417215,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
38.04606889,-106.9422667,Ochotona princeps
37.961394,-106.946593,Ochotona princeps
44.79722,-106.95556,Ochotona princeps
39.09101,-106.958774,Ochotona princeps
38.912176,-106.962424,Ochotona princeps
39.084719,-106.96722,Ochotona princeps
39.084719,-106.96722,Ochotona princeps
39.084719,-106.96722,Ochotona princeps
39.084719,-106.96722,Ochotona princeps
38.97478941,-106.9703229,Ochotona princeps
37.466673,-106.978932,Ochotona princeps
38.95917,-106.98917,Ochotona princeps
38.95917,-106.98917,Ochotona princeps
38.95917,-106.98917,Ochotona princeps
38.95917,-106.98917,Ochotona princeps
38.95917,-106.98917,Ochotona princeps
39.04602502,-106.9920252,Ochotona princeps
39.04602502,-106.9920252,Ochotona princeps
39.101325,-106.992537,Ochotona princeps
38.95876448,-107.0081468,Ochotona princeps
38.95630151,-107.0104198,Ochotona princeps
41.177886,-107.013864,Ochotona princeps
41.177861,-107.014019,Ochotona princeps
41.177453,-107.014217,Ochotona princeps
41.1778,-107.0144,Ochotona princeps
41.1778,-107.0144,Ochotona princeps
41.17785,-107.014403,Ochotona princeps
41.177378,-107.014436,Ochotona princeps
41.177072,-107.015514,Ochotona princeps
41.177806,-107.015914,Ochotona princeps
41.177047,-107.015939,Ochotona princeps
41.177556,-107.016217,Ochotona princeps
38.95844338,-107.0267053,Ochotona princeps
39.089042,-107.029193,Ochotona princeps
41.186856,-107.030211,Ochotona princeps
41.19093,-107.03443,Ochotona princeps
41.190931,-107.034431,Ochotona princeps
41.190756,-107.034564,Ochotona princeps
39.01018637,-107.0423521,Ochotona princeps
37.883502,-107.05687,Ochotona princeps
37.462913,-107.06237,Ochotona princeps
37.443616,-107.066989,Ochotona princeps
44.1495783,-107.0793571,Ochotona princeps
44.1495783,-107.0793571,Ochotona princeps
40.155984,-107.101627,Ochotona princeps
40.0347,-107.1103,Ochotona princeps
40.029668,-107.140024,Ochotona princeps
37.60133,-107.15852,Ochotona princeps
44.385741,-107.17545,Ochotona princeps
37.62742,-107.18331,Ochotona princeps
37.62975,-107.18337,Ochotona princeps
38.84269156,-107.1848644,Ochotona princeps
38.84269156,-107.1848644,Ochotona princeps
37.62857,-107.18568,Ochotona princeps
39.07213145,-107.1887466,Ochotona princeps
39.07213145,-107.1887466,Ochotona princeps
39.07213145,-107.1887466,Ochotona princeps
37.62526,-107.19629,Ochotona princeps
37.62528,-107.19703,Ochotona princeps
38.858739,-107.197053,Ochotona princeps
37.6252,-107.19835,Ochotona princeps
37.62482,-107.19925,Ochotona princeps
37.60613,-107.21451,Ochotona princeps
37.59296,-107.22603,Ochotona princeps
37.56542,-107.22778,Ochotona princeps
39.993318,-107.22822,Ochotona princeps
40.002368,-107.231956,Ochotona princeps
37.61285,-107.23337,Ochotona princeps
39.985026,-107.235434,Ochotona princeps
39.985026,-107.235434,Ochotona princeps
39.985026,-107.235434,Ochotona princeps
37.61331,-107.23802,Ochotona princeps
37.57031,-107.24003,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
39.975499,-107.244433,Ochotona princeps
37.62283,-107.25068,Ochotona princeps
44.500245,-107.250904,Ochotona princeps
39.98065,-107.252119,Ochotona princeps
39.979964,-107.252575,Ochotona princeps
39.978483,-107.253222,Ochotona princeps
39.977919,-107.253481,Ochotona princeps
39.978286,-107.2537,Ochotona princeps
39.977439,-107.2537,Ochotona princeps
39.978203,-107.254083,Ochotona princeps
39.975644,-107.255781,Ochotona princeps
39.974158,-107.256539,Ochotona princeps
39.974033,-107.256558,Ochotona princeps
39.974033,-107.256558,Ochotona princeps
39.97104,-107.25721,Ochotona princeps
39.971044,-107.257211,Ochotona princeps
39.973264,-107.257433,Ochotona princeps
39.973292,-107.257525,Ochotona princeps
39.971508,-107.257533,Ochotona princeps
39.971558,-107.25785,Ochotona princeps
37.63228,-107.26653,Ochotona princeps
37.63162,-107.26729,Ochotona princeps
37.64171,-107.27858,Ochotona princeps
37.308084,-107.285872,Ochotona princeps
39.55045945,-107.3245988,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13972,-107.33278,Ochotona princeps
40.13960988,-107.3332157,Ochotona princeps
37.59917,-107.34106,Ochotona princeps
37.67383,-107.36522,Ochotona princeps
37.66213,-107.39561,Ochotona princeps
37.52741,-107.39812,Ochotona princeps
37.6336,-107.42561,Ochotona princeps
37.64275,-107.42715,Ochotona princeps
37.935727,-107.433243,Ochotona princeps
37.6343,-107.4352,Ochotona princeps
37.6291,-107.43606,Ochotona princeps
37.549019,-107.43868,Ochotona princeps
37.63163,-107.43999,Ochotona princeps
37.63308,-107.45408,Ochotona princeps
37.62778,-107.4567,Ochotona princeps
37.62828,-107.46142,Ochotona princeps
37.63087,-107.46162,Ochotona princeps
38.069708,-107.462058,Ochotona princeps
37.59758,-107.46583,Ochotona princeps
37.567888,-107.46822,Ochotona princeps
37.59298,-107.46929,Ochotona princeps
37.6199,-107.47047,Ochotona princeps
37.59425,-107.47179,Ochotona princeps
37.59425,-107.47179,Ochotona princeps
37.63573,-107.47217,Ochotona princeps
37.59754,-107.4732,Ochotona princeps
37.61164,-107.47334,Ochotona princeps
37.60745,-107.47431,Ochotona princeps
37.66662,-107.47753,Ochotona princeps
37.6272,-107.47894,Ochotona princeps
37.67554,-107.48895,Ochotona princeps
37.921993,-107.498646,Ochotona princeps
37.64454,-107.4997,Ochotona princeps
37.64873,-107.50683,Ochotona princeps
38.059794,-107.510506,Ochotona princeps
37.90485,-107.513811,Ochotona princeps
37.68779,-107.51594,Ochotona princeps
37.70739,-107.51747,Ochotona princeps
37.7369,-107.51809,Ochotona princeps
37.73968,-107.51895,Ochotona princeps
37.73821,-107.51932,Ochotona princeps
37.73752,-107.51933,Ochotona princeps
37.66351,-107.51983,Ochotona princeps
37.69105,-107.52058,Ochotona princeps
37.73529,-107.52101,Ochotona princeps
37.701571,-107.52116,Ochotona princeps
37.70107,-107.52213,Ochotona princeps
37.67617,-107.52428,Ochotona princeps
37.64535,-107.52919,Ochotona princeps
37.70408,-107.53091,Ochotona princeps
37.75663,-107.5346,Ochotona princeps
37.75653,-107.53516,Ochotona princeps
37.7541,-107.53544,Ochotona princeps
37.71758,-107.53863,Ochotona princeps
37.75581,-107.54417,Ochotona princeps
37.75694,-107.54472,Ochotona princeps
37.71655,-107.5469,Ochotona princeps
37.71696,-107.5485,Ochotona princeps
37.71967,-107.54949,Ochotona princeps
37.76309,-107.55032,Ochotona princeps
37.76322,-107.55054,Ochotona princeps
37.7192,-107.55102,Ochotona princeps
37.76557,-107.5533,Ochotona princeps
37.76925,-107.55619,Ochotona princeps
37.71811,-107.55901,Ochotona princeps
37.57966,-107.56129,Ochotona princeps
37.75907,-107.5619,Ochotona princeps
37.74885,-107.56198,Ochotona princeps
37.7589,-107.56255,Ochotona princeps
37.74809,-107.5628,Ochotona princeps
37.7582,-107.562902,Ochotona princeps
37.993993,-107.563342,Ochotona princeps
37.7196,-107.5638,Ochotona princeps
37.87964667,-107.5648605,Ochotona princeps
37.87964667,-107.5648605,Ochotona princeps
37.87964667,-107.5648605,Ochotona princeps
37.87964667,-107.5648605,Ochotona princeps
37.87964667,-107.5648605,Ochotona princeps
37.72322,-107.57068,Ochotona princeps
37.75865,-107.57156,Ochotona princeps
38.135132,-107.573128,Ochotona princeps
37.74811,-107.57477,Ochotona princeps
37.76517,-107.57564,Ochotona princeps
37.58104,-107.57606,Ochotona princeps
37.76917,-107.57662,Ochotona princeps
37.76357,-107.5767,Ochotona princeps
37.74732,-107.57671,Ochotona princeps
37.74732,-107.57671,Ochotona princeps
37.76461,-107.5772,Ochotona princeps
37.76489,-107.57757,Ochotona princeps
37.76649,-107.58019,Ochotona princeps
37.76592,-107.58082,Ochotona princeps
37.7673,-107.58213,Ochotona princeps
37.76597,-107.58278,Ochotona princeps
37.76683,-107.58281,Ochotona princeps
37.74485,-107.58718,Ochotona princeps
37.76116,-107.58876,Ochotona princeps
37.72492,-107.58937,Ochotona princeps
37.74433,-107.60388,Ochotona princeps
37.74503,-107.60472,Ochotona princeps
37.7511,-107.61072,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.979262,-107.616266,Ochotona princeps
37.78290105,-107.6632722,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.737721,-107.697808,Ochotona princeps
37.872961,-107.740991,Ochotona princeps
37.731654,-107.750878,Ochotona princeps
37.888373,-107.762881,Ochotona princeps
37.895548,-107.766716,Ochotona princeps
37.85114,-107.771459,Ochotona princeps
37.75808,-107.79046,Ochotona princeps
37.74479,-107.79165,Ochotona princeps
37.75653,-107.79381,Ochotona princeps
37.75533,-107.79722,Ochotona princeps
37.75219,-107.80199,Ochotona princeps
37.74903,-107.8112,Ochotona princeps
37.75059,-107.8125,Ochotona princeps
38.003906,-107.814729,Ochotona princeps
37.74927,-107.8169,Ochotona princeps
37.75135,-107.8173,Ochotona princeps
37.74905,-107.81974,Ochotona princeps
37.7463,-107.82058,Ochotona princeps
37.73984,-107.83322,Ochotona princeps
37.74087,-107.83993,Ochotona princeps
44.857122,-107.843619,Ochotona princeps
44.857572,-107.844431,Ochotona princeps
44.8578,-107.844472,Ochotona princeps
44.8578,-107.844472,Ochotona princeps
37.74482,-107.84563,Ochotona princeps
37.74597,-107.845667,Ochotona princeps
37.74545,-107.845925,Ochotona princeps
37.74431,-107.85031,Ochotona princeps
44.908872,-107.858167,Ochotona princeps
44.90955,-107.858367,Ochotona princeps
44.909656,-107.859214,Ochotona princeps
44.882233,-107.859233,Ochotona princeps
44.882325,-107.859419,Ochotona princeps
37.73028,-107.86427,Ochotona princeps
44.923247,-107.868597,Ochotona princeps
44.923317,-107.868692,Ochotona princeps
44.923136,-107.868719,Ochotona princeps
44.923628,-107.870314,Ochotona princeps
44.924719,-107.873094,Ochotona princeps
44.924897,-107.873653,Ochotona princeps
44.927122,-107.873792,Ochotona princeps
44.925108,-107.874133,Ochotona princeps
39.087247,-107.913514,Ochotona princeps
37.71228,-107.91886,Ochotona princeps
37.71325,-107.92123,Ochotona princeps
37.82414,-107.921348,Ochotona princeps
44.826159,-107.921592,Ochotona princeps
37.85849,-107.92817,Ochotona princeps
37.85264,-107.93096,Ochotona princeps
37.85319,-107.93104,Ochotona princeps
37.71349,-107.93271,Ochotona princeps
37.70872,-107.932872,Ochotona princeps
37.85205,-107.9329,Ochotona princeps
37.84965,-107.9382,Ochotona princeps
37.84975,-107.93859,Ochotona princeps
37.84947,-107.93961,Ochotona princeps
37.83539,-107.93968,Ochotona princeps
37.84808,-107.9399,Ochotona princeps
37.84766,-107.94037,Ochotona princeps
37.84836,-107.94062,Ochotona princeps
37.84834,-107.941,Ochotona princeps
37.84591,-107.94179,Ochotona princeps
37.82857,-107.94352,Ochotona princeps
37.82727,-107.94376,Ochotona princeps
37.82668,-107.94383,Ochotona princeps
37.82634,-107.94421,Ochotona princeps
37.83759,-107.94449,Ochotona princeps
37.82579,-107.94512,Ochotona princeps
37.83318,-107.94624,Ochotona princeps
37.82539,-107.9465,Ochotona princeps
37.83347,-107.94651,Ochotona princeps
37.82542,-107.94818,Ochotona princeps
37.82902,-107.94838,Ochotona princeps
37.8294,-107.94851,Ochotona princeps
37.8281,-107.94871,Ochotona princeps
37.82555,-107.94901,Ochotona princeps
39.04018561,-107.9496174,Ochotona princeps
37.82556,-107.9524,Ochotona princeps
37.60454,-107.960804,Ochotona princeps
37.83654,-107.96492,Ochotona princeps
37.8522,-107.9652,Ochotona princeps
37.85142,-107.9654,Ochotona princeps
37.83595,-107.96633,Ochotona princeps
37.85016,-107.96658,Ochotona princeps
37.85048,-107.96691,Ochotona princeps
37.85557,-107.96733,Ochotona princeps
37.83594,-107.96737,Ochotona princeps
37.85065,-107.96807,Ochotona princeps
37.83633,-107.96825,Ochotona princeps
37.84272,-107.96832,Ochotona princeps
37.85682,-107.96832,Ochotona princeps
37.85077,-107.96897,Ochotona princeps
37.84253,-107.97012,Ochotona princeps
37.8409,-107.97094,Ochotona princeps
37.84026,-107.97161,Ochotona princeps
37.85068,-107.97179,Ochotona princeps
37.8416,-107.97252,Ochotona princeps
37.768812,-107.9726,Ochotona princeps
37.85066,-107.97289,Ochotona princeps
37.84233,-107.9732,Ochotona princeps
37.8549,-107.97494,Ochotona princeps
37.854519,-107.975227,Ochotona princeps
37.8555,-107.97734,Ochotona princeps
37.6798,-107.97756,Ochotona princeps
37.68041,-107.97804,Ochotona princeps
37.85579,-107.97909,Ochotona princeps
37.68375,-107.97913,Ochotona princeps
37.68682,-107.98022,Ochotona princeps
37.85531,-107.98348,Ochotona princeps
37.85382,-107.9861,Ochotona princeps
37.45508644,-108.0652976,Ochotona princeps
39.0482,-108.067258,Ochotona princeps
39.046961,-108.068139,Ochotona princeps
39.046961,-108.068139,Ochotona princeps
39.046903,-108.068208,Ochotona princeps
39.046903,-108.068208,Ochotona princeps
39.046778,-108.068219,Ochotona princeps
39.046911,-108.068411,Ochotona princeps
39.046222,-108.069197,Ochotona princeps
39.046178,-108.0696,Ochotona princeps
39.045553,-108.070033,Ochotona princeps
39.045581,-108.070358,Ochotona princeps
39.045581,-108.070358,Ochotona princeps
39.045483,-108.070544,Ochotona princeps
39.045467,-108.070731,Ochotona princeps
39.044367,-108.071433,Ochotona princeps
39.043194,-108.073492,Ochotona princeps
37.747408,-108.127636,Ochotona princeps
37.747408,-108.127636,Ochotona princeps
39.120372,-108.130897,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
39.106092,-108.38342,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.53103042,-109.2124044,Ochotona princeps
38.48275128,-109.2203642,Ochotona princeps
38.45045189,-109.2213539,Ochotona princeps
38.511174,-109.223925,Ochotona princeps
38.43830207,-109.229014,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
38.486376,-109.232059,Ochotona princeps
