"lon","lat","species","B01","B14","B05","B04","B06","B12","B13"
147.7984517,-41.2842258,"Eucalyptus.regnans",11,52,21.3999996185303,3.40000009536743,2.20000004768372,1215,148
147.942493,-42.96732318,"Eucalyptus.regnans",10.3999996185303,59,18,2.59999990463257,4.30000019073486,960,95
147.1923329,-43.05794077,"Eucalyptus.regnans",9.80000019073486,69,19.1000003814697,2.90000009536743,2.59999990463257,1114,115
146.6528756,-43.01210057,"Eucalyptus.regnans",10.6999998092651,69,21.3999996185303,3.20000004768372,2,1342,155
148.0259868,-41.24909448,"Eucalyptus.regnans",12.3000001907349,55,21.7999992370605,3.20000004768372,3.5,1143,118
146.8499995,-43.09218695,"Eucalyptus.regnans",10.6000003814697,62,21,3.09999990463257,2,1100,124
146.9176978,-43.09472302,"Eucalyptus.regnans",10.1999998092651,62,20.2999992370605,3.09999990463257,2.09999990463257,1066,118
147.0806987,-42.67669951,"Eucalyptus.regnans",9.30000019073486,47,20,3.29999995231628,1.10000002384186,811,84
146.9288129,-43.09924194,"Eucalyptus.regnans",10.3000001907349,62,20.3999996185303,3.09999990463257,2.09999990463257,1059,117
147.4512865,-41.43725836,"Eucalyptus.regnans",9.69999980926514,47,20.8999996185303,3.59999990463257,1,1128,149
146.078695,-41.2517813,"Eucalyptus.regnans",11.1999998092651,46,20.7000007629395,3.09999990463257,2.90000009536743,1145,148
146.0798884,-41.25179084,"Eucalyptus.regnans",11.1999998092651,46,20.7000007629395,3.09999990463257,2.90000009536743,1145,148
146.0786697,-41.25358263,"Eucalyptus.regnans",11.8999996185303,44,21.5,3.20000004768372,3,1071,134
146.0632189,-41.24895411,"Eucalyptus.regnans",10.8000001907349,47,20.3999996185303,3.09999990463257,2.79999995231628,1194,157
146.9696395,-42.91608776,"Eucalyptus.regnans",9.80000019073486,55,20.2000007629395,3.20000004768372,1.79999995231628,939,104
147.056013,-42.91247599,"Eucalyptus.regnans",8.5,63,18.2000007629395,3.09999990463257,1.29999995231628,1062,107
147.047314,-42.9117595,"Eucalyptus.regnans",8.30000019073486,63,18.1000003814697,3.09999990463257,1.20000004768372,1063,107
146.8319884,-43.07355768,"Eucalyptus.regnans",11.3000001907349,55,21.8999996185303,3.20000004768372,2,1005,115
147.4171988,-41.23534475,"Eucalyptus.regnans",9.69999980926514,55,20.2000007629395,3.5,1.5,1383,174
147.4259993,-41.30422207,"Eucalyptus.regnans",9.69999980926514,54,20.5,3.5,1.29999995231628,1326,170
146.0608966,-41.24443134,"Eucalyptus.regnans",10.8000001907349,47,20.3999996185303,3.09999990463257,2.79999995231628,1194,157
146.0764349,-41.24275549,"Eucalyptus.regnans",11.1999998092651,46,20.7000007629395,3.09999990463257,2.90000009536743,1145,148
146.0683762,-41.22197282,"Eucalyptus.regnans",11.6000003814697,44,21,3.09999990463257,3.09999990463257,1078,136
146.0754448,-41.22833521,"Eucalyptus.regnans",12,42,21.5,3.09999990463257,3.29999995231628,1032,128
147.3096148,-41.22082131,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3113,-41.22396952,"Eucalyptus.regnans",11.6999998092651,40,22.3999996185303,3.5,2.70000004768372,1049,130
147.7947675,-41.22660187,"Eucalyptus.regnans",10.5,57,20.6000003814697,3.40000009536743,2.20000004768372,1349,165
147.8123729,-41.20305877,"Eucalyptus.regnans",9.80000019073486,62,19.7999992370605,3.29999995231628,1.89999997615814,1476,182
147.803423,-41.20267117,"Eucalyptus.regnans",10.3999996185303,58,20.3999996185303,3.29999995231628,2.20000004768372,1388,169
147.6625665,-41.30895849,"Eucalyptus.regnans",11,49,21.7000007629395,3.5,2,1191,154
147.6685116,-41.30622181,"Eucalyptus.regnans",11,49,21.7000007629395,3.5,2,1191,154
147.6602137,-41.31257508,"Eucalyptus.regnans",10.8000001907349,50,21.5,3.5,1.89999997615814,1206,156
147.627191,-41.23259086,"Eucalyptus.regnans",10.5,53,21,3.40000009536743,2,1328,171
147.6780676,-41.30616592,"Eucalyptus.regnans",11.1000003814697,48,21.7999992370605,3.5,2.09999990463257,1176,151
147.8102378,-41.22334133,"Eucalyptus.regnans",9.80000019073486,61,19.7999992370605,3.29999995231628,1.89999997615814,1462,180
146.7225481,-43.07262428,"Eucalyptus.regnans",11,67,21.6000003814697,3.20000004768372,2.09999990463257,1297,150
147.6311179,-41.29346183,"Eucalyptus.regnans",9.5,59,20,3.5,1.39999997615814,1427,183
147.6391776,-41.29936244,"Eucalyptus.regnans",9.5,59,20,3.5,1.39999997615814,1427,183
